,0
gamma-aminobutyrate (GABA),0.7745966692414834
1-myristoyl-2-palmitoyl-GPC (14:0/16:0),1.1338934190276817
vanillate,4.795831523312718
3-hydroxyphenylacetate,0.9198662110077994
lignoceroyl sphingomyelin (d18:1/24:0),0.8451542547285167
dipicolinate,0.7071067811865477
5-hydroxymethylfurfural,2.932575659723034
glucosamine 6-sulfate,0.7745966692414834
saccharopine,2.2360679774997902
"5,6-dihydrouridine",0.959166304662544
p-cresol,0.6416889479197478
gamma-glutamylglutamate,1.1338934190276817
1-palmitoyl-GPS (16:0)*,2.4201534780139182
nomilin,0.447213595499958
3-methylglutarylcarnitine (2),1.9493588689617933
5-methylthioadenosine (MTA),1.5583874449479589
gamma-glutamylcysteine,2.420153478013918
anthranilate,0.7745966692414834
isocitric lactone,4.795831523312717
phytanate,3.8729833462074166
2-palmitoyl-GPC* (16:0)*,1.7320508075688774
3-hydroxyisobutyrate,2.2360679774997902
lactose,2.0816659994661326
4-hydroxycinnamate sulfate,0.3015113445777636
isocaproate (i6:0),1.5583874449479593
2-arachidonoylglycerol (20:4),0.3779644730092272
"3,5-dihydroxyphenylpropionate",1.042572070285374
taurolithocholate,0.5773502691896258
2-myristoylglycerol (14:0),1.2354415362426843
chrysoeriol,1.9493588689617933
3-hydroxymargaroylglycine,0.959166304662544
anserine,6.855654600401043
O-desmethyltramadol,0.41319693527066903
dihydroferulic acid sulfate,1.2354415362426843
tricosanoyl sphingomyelin (d18:1/23:0)*,0.674199862463242
diphenhydramine,0.48038446141526137
(15:0)-anacardic acid,0.48038446141526137
3-methyladipate,0.4131969352706688
palmitoylcholine,1.1832159566199236
levulinate (4-oxovalerate),1.0871146130092175
1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6),1.0871146130092175
N-methylalanine,2.6457513110645903
piperine,6.855654600401043
1-stearoyl-2-oleoyl-GPS (18:0/18:1),0.30151134457776363
"N2,N5-diacetylornithine",2.420153478013917
norvaline,4.795831523312717
umbelliferone,0.5773502691896258
dopamine 3-O-sulfate,1.0
"2,3-dimethylsuccinate",2.4201534780139164
picolinoylglycine,0.48038446141526137
histidylalanine,0.5129891760425772
ergothioneine,0.9591663046625442
4-acetamidophenylglucuronide,0.5773502691896258
spermine,1.0871146130092175
N-acetylpyrraline,1.9493588689617933
tryptophan betaine,2.2360679774997902
apigenin,6.855654600401043
cortolone glucuronide (1),1.2354415362426843
dihydroorotate,2.0816659994661326
N-succinyl-leucine,1.350381209793999
caffeate,4.795831523312717
isovitexin,1.350381209793999
3beta-hydroxy-5-cholestenoate,1.6408253082847335
3-dehydroshikimate,2.2360679774997902
hexadecatrienoate (16:3n3),4.7958315233127164
2-aminophenol sulfate,0.7405316311773545
lisinopril,0.48038446141526137
cytosine,2.0816659994661326
N-acetylcarnosine,1.5583874449479593
1-(1-enyl-palmitoyl)-GPC (P-16:0)*,0.8094272134003793
phenylacetylglutamate,1.8340219092574568
1-palmitoyl-2-oleoyl-GPE (16:0/18:1),0.674199862463242
phenylacetylglutamine,1.9493588689617933
4-hydroxyhippurate,1.3503812097939993
vanillin,1.6408253082847337
limonin,0.3779644730092272
dehydrocholic acid,0.2581988897471611
myristoleoylcarnitine (C14:1)*,1.7320508075688774
"3,4-dihydroxybenzoate",6.855654600401043
2-hydroxyoctanoate,0.48038446141526137
apiin,0.959166304662544
bufotenine,0.545249756806271
tigloylglycine,0.41319693527066886
xanthosine,0.8819171036881969
laurylcarnitine (C12),1.9493588689617933
biopterin,2.6457513110645903
N-methylleucine,1.3503812097939993
N-carboxymethylalanine,6.855654600401043
sucrose,6.855654600401042
N6-succinyladenosine,0.3015113445777635
2-hydroxyoleate,3.316624790355397
3-methylurate*,0.7745966692414834
3-hydroxyhexanoate,1.042572070285374
N-methyl-GABA,1.6408253082847335
xanthurenate,4.795831523312717
N-carbamoylglutamate,3.316624790355398
diosmin,0.7405316311773543
N-(2-furoyl)glycine,0.447213595499958
octadecanedioate (C18),0.6094494002200438
arabinose,1.9493588689617933
pregnenolone sulfate,2.6457513110645903
2-hydroxyacetaminophen sulfate*,0.5452497568062707
1-arachidonylglycerol (20:4),0.7071067811865477
3-(N-acetyl-L-cystein-S-yl) acetaminophen,1.0
5-methylhexanoate (i7:0),0.3015113445777636
S-allylcysteine,0.7745966692414834
beta-hydroxyisovalerate,1.6408253082847335
11beta-hydroxyetiocholanolone glucuronide*,0.5773502691896258
dihydroquercetin,1.0871146130092175
beta-cryptoxanthin,4.7958315233127164
chlorogenate,1.4142135623730954
ectoine,1.7320508075688774
"sphingomyelin (d18:1/20:0, d16:1/22:0)*",1.0871146130092175
taurochenodeoxycholate,1.5583874449479593
tartronate (hydroxymalonate),1.7320508075688774
S-methylcysteine sulfoxide,0.2581988897471611
2-hydroxyheptanoate*,1.6408253082847335
brilliant blue FCF (blue 1),0.447213595499958
chrysin,0.2581988897471611
paraxanthine,1.2354415362426845
cryptochlorogenic acid,2.2360679774997902
heptadecasphingosine (d17:1),2.4201534780139173
1-linoleoyl-galactosylglycerol (18:2)*,0.8094272134003792
8-hydroxyoctanoate,1.2354415362426843
daidzein,1.6408253082847337
hexanoylglycine (C6),0.41319693527066886
1-linoleoyl-GPE (18:2)*,1.7320508075688774
enterolactone,0.6416889479197478
secoisolariciresinol,0.8819171036881969
2-acetamidobutanoate,1.9493588689617933
nicotianamine,6.855654600401043
1-methylhistidine,2.9325756597230344
5-(2-Hydroxyethyl)-4-methylthiazole,0.9198662110077994
butyrylcarnitine (C4),0.6416889479197478
2'-deoxyadenosine 5'-monophosphate,0.6094494002200438
"bilirubin (E,Z or Z,E)*",1.8340219092574572
indolin-2-one,1.3503812097939996
phenethylamine,6.855654600401043
"5,6-dihydrouracil",1.2909944487358056
dimethyl sulfone,1.4832396974191326
pheophorbide A,6.855654600401042
stearoyl sphingomyelin (d18:1/18:0),2.6457513110645903
N-acetyl-3-methylhistidine*,1.5583874449479593
octanoylcarnitine (C8),0.8819171036881969
hesperidin,1.4142135623730954
N-stearoyltaurine,0.9198662110077994
N-propionylmethionine,1.5583874449479589
taurohyodeoxycholic acid,0.7405316311773545
1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*,0.5452497568062709
linolenoyl-linolenoyl-glycerol (18:3/18:3) [2]*,1.1832159566199234
3-methyl-2-oxobutyrate,1.7320508075688774
(3'-5')-cytidylylguanosine,0.3779644730092272
luteolin,1.7320508075688774
p-cresol glucuronide*,0.3409971697352367
phenylpropionylglycine,0.447213595499958
caproate (6:0),6.855654600401043
N-methylhydantoin,2.2360679774997902
etiocholanolone glucuronide,1.0871146130092175
N-acetylthreonine,0.6094494002200438
theophylline,2.2360679774997902
2-stearoyl-GPE (18:0)*,1.042572070285374
vanillic acid glycine,1.7320508075688774
tyrosylglycine,1.2354415362426843
glycolithocholate sulfate*,2.4201534780139182
gamma-glutamylisoleucine*,1.7320508075688774
7-ketocholesterol,3.3166247903554
2'-deoxyadenosine,0.3779644730092272
N-oleoyltaurine,0.8451542547285167
phenylacetylglycine,0.8094272134003792
1-linolenoylglycerol (18:3),6.855654600401043
2-methylserine,4.795831523312717
4-hydroxyglutamate,2.4201534780139182
"N2,N2-dimethylguanine",0.674199862463242
2-hydroxyibuprofen,0.48038446141526137
alanyl-glutamyl-meso-diaminopimelate,3.8729833462074166
coprostanol,0.2581988897471611
galactosylglycerol,2.2360679774997902
rosmarinate,0.5773502691896258
2-aminoadipate,2.0816659994661326
xylose,1.3503812097939993
ponciretin,1.2354415362426845
2'-deoxycytidine,3.3166247903553994
2-hydroxypalmitate,3.316624790355397
taurocholate,2.0816659994661326
"1,2-dilinolenoyl-galactosylglycerol (18:3/18:3)*",1.0871146130092175
"5,6-dihydrothymine",1.2354415362426845
1-oleoyl-GPC (18:1),2.9325756597230335
N-monomethylarginine,2.2360679774997902
3-hydroxycinnamate,0.2581988897471611
pimelate (C7-DC),1.4142135623730954
ferulate,6.855654600401043
1-oleoyl-GPS (18:1),0.447213595499958
fucosterol,4.795831523312717
N-acetyl-aspartyl-glutamate (NAAG),2.6457513110645903
argininosuccinate,1.5583874449479593
vanillactate,1.9493588689617933
7-ketolithocholate,2.420153478013917
hypoxanthine,2.2360679774997902
arachidonoyl ethanolamide,1.9493588689617933
4-vinylphenol sulfate,0.6094494002200438
2-methylmalonylcarnitine (C4-DC),1.2909944487358056
N-succinyl-phenylalanine,1.0
gamma-glutamylalanine,1.8340219092574566
2-methoxyacetaminophen sulfate*,0.3779644730092272
3-hydroxystachydrine*,1.2909944487358056
maltol,1.1832159566199236
6-oxolithocholate,0.3779644730092272
steviol,0.959166304662544
ribitol,1.4832396974191326
vanillylmandelate (VMA),1.042572070285374
urea,0.48038446141526137
saccharin,0.9198662110077994
3-(2-hydroxyphenyl)propionate,0.5129891760425772
homo-cis-aconitate,2.9325756597230344
CMP,0.7405316311773545
catechol,0.7071067811865477
21-hydroxypregnenolone disulfate,3.3166247903554
6'-sialyllactose,0.959166304662544
biotin,0.641688947919748
linolenoyl ethanolamide,3.3166247903553985
(15:3)-anacardic acid,0.6416889479197478
3-hydroxy-2-methylpyridine,1.0871146130092175
synephrine,0.6094494002200438
5-methyluridine (ribothymidine),0.7745966692414834
hexanoyltaurine,0.3779644730092272
(R)-salsolinol,1.1832159566199236
digalacturonic acid,2.4201534780139164
3-hydroxyoctanoate,1.3503812097939996
N-linoleoylglycine,2.6457513110645903
5-acetylamino-6-formylamino-3-methyluracil,1.7320508075688774
valerylphenylalanine,0.41319693527066875
"N,N-dimethylalanine",1.6408253082847333
atenolol,0.5129891760425772
indoleacetylglutamine,0.5129891760425772
palmitoleoyl ethanolamide*,2.4201534780139173
glycitein,0.7745966692414834
docosapentaenoate (n6 DPA; 22:5n6),2.4201534780139182
mannose,1.4832396974191326
3-fucosyllactose,0.8451542547285168
12-ketolithocholate,0.5452497568062709
taurochenodeoxycholic acid 3-sulfate,1.1832159566199234
stearidonate (18:4n3),1.0
"cytidine 2',3'-cyclic monophosphate",0.5129891760425772
prolylhydroxyproline,2.4201534780139173
6-hydroxynicotinate,6.855654600401043
carnosine,3.3166247903553985
"guanosine-2',3'-cyclic monophosphate",0.3409971697352367
N-acetylsphingosine,1.5583874449479593
"bilirubin (E,E)*",1.5583874449479589
acetylagmatine,4.795831523312717
21-hydroxypregnanolone monosulfate (1),0.809427213400379
N-acetyltyrosine,2.0816659994661326
N-acetyl-2-aminooctanoate*,0.41319693527066903
(3'-5')-uridylyluridine,0.5773502691896258
tetrahydrocortisol glucuronide ,1.2909944487358056
pregnanediol-3-glucuronide,0.9198662110077994
methyl indole-3-acetate,1.0871146130092175
solanidine,1.0
gentisic acid-5-glucoside,0.545249756806271
1-palmitoyl-2-stearoyl-GPC (16:0/18:0),0.8451542547285168
(3'-5')-adenylyladenosine*,0.674199862463242
salicyluric glucuronide*,0.641688947919748
glutarylcarnitine (C5-DC),1.6408253082847337
(15:2)-anacardic acid,0.7745966692414834
S-methylmethionine,0.48038446141526137
catechin,1.8340219092574568
guanosine,2.0816659994661326
N-methylphenylalanine,0.674199862463242
eriodictyol,1.7320508075688774
"7,12-diketolithocholate",0.9198662110077995
quinolinate,2.6457513110645903
"2,4-dihydroxyhydrocinnamate",0.5773502691896258
N-acetyl-1-methylhistidine*,1.834021909257457
taurolithocholate 3-sulfate,1.5583874449479593
ginkgolic acid C13:0,0.48038446141526137
1-stearoyl-GPA (18:0),2.0816659994661326
narirutin,0.8451542547285167
isobutyrylglycine (C4),3.316624790355398
hesperetin,2.420153478013917
5-hydroxypicolinic acid,2.2360679774997902
5-(galactosylhydroxy)-L-lysine,2.2360679774997902
dimethylmalonic acid,0.8094272134003792
3-ketosphinganine,0.6094494002200438
behenoyl sphingomyelin (d18:1/22:0)*,1.0871146130092175
allantoin,2.4201534780139173
3-(3-hydroxyphenyl)propionate,0.5452497568062707
3-hydroxyhippurate,0.5773502691896258
quercitrin,0.674199862463242
SQDG (18:3/16:0),0.8094272134003794
alpha-tocotrienol,4.7958315233127164
gentisate,2.0816659994661326
3-hydroxysuberate,4.795831523312718
N-acetyl-S-allyl-L-cysteine,0.6094494002200438
3-hydroxystearate,1.2909944487358056
orotidine,1.4142135623730954
guanidinosuccinate,1.2354415362426843
isocaproylglycine,0.5452497568062709
dihydrocaffeate,2.2360679774997902
5-methylcytosine,6.855654600401043
1-methylhistamine,2.9325756597230357
4-hydroxybenzoate,1.7320508075688774
myristoylcarnitine (C14),1.1832159566199234
o-Tyrosine,2.6457513110645903
gamma-glutamylvaline,1.4142135623730954
galactonate,2.932575659723034
valerate (5:0),1.9493588689617933
acesulfame,0.9198662110077994
(3'-5')-uridylylguanosine,0.4131969352706689
N-acetyltaurine,2.0816659994661326
estrone 3-sulfate,0.5452497568062709
biocytin,1.0871146130092175
3-dehydrocholate,3.3166247903553994
carboxyibuprofen,0.48038446141526137
galactitol (dulcitol),0.7745966692414834
beta-citrylglutamate,1.4832396974191326
tauroursodeoxycholate,1.3503812097939991
ferulic acid 4-sulfate,0.8819171036881969
I-urobilinogen,0.7745966692414834
3-hydroxybutyrate (BHBA),2.4201534780139182
"3,4-dihydroxyphenylacetate",1.0871146130092175
lanosterol,1.1832159566199232
tetradecadienoate (14:2)*,2.9325756597230344
1-pentadecanoylglycerol (15:0),3.3166247903553985
gamma-tocotrienol,4.7958315233127164
(3'-5')-adenylylcytidine,0.447213595499958
astaxanthin,0.447213595499958
syringaldehyde,1.1832159566199236
cysteinylglycine,6.855654600401043
butyrylglycine (C4),1.2909944487358056
heneicosapentaenoate (21:5n3),0.5452497568062707
8-hydroxyguanine,1.5583874449479593
gamma-glutamylmethionine,2.2360679774997902
"2,8-quinolinediol",1.1338934190276817
"1,3-propanediol",1.0871146130092175
5alpha-pregnan-diol disulfate,2.9325756597230344
arachidoyl ethanolamide (20:0)*,2.0816659994661326
sucralose,1.7320508075688774
1-methylnicotinamide,4.795831523312717
3-(cystein-S-yl)acetaminophen*,0.8094272134003794
apigenin sulfate (1),0.7071067811865477
N6-carbamoylthreonyladenosine,0.7405316311773544
5-hydroxyhexanoate,0.5773502691896258
catechol sulfate,2.6457513110645903
ibuprofen,0.674199862463242
allo-threonine,1.0
2-O-methylascorbic acid,3.3166247903553985
4-acetamidophenol,0.7071067811865477
L-urobilin,0.3015113445777634
3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF),0.7071067811865477
kaempferol,0.9198662110077994
N-acetylglucosamine 6-sulfate,0.674199862463242
8-methoxykynurenate,0.7071067811865477
2'-deoxyguanosine 5'-monophosphate (dGMP),0.2581988897471611
ascorbic acid 3-sulfate*,1.042572070285374
2-hydroxymyristate,0.2581988897471611
4-hydroxybutyrate (GHB),0.674199862463242
1-linoleoyl-digalactosylglycerol (18:2)*,1.7320508075688774
gamma-glutamylglycine,2.932575659723034
N(1)-acetylspermine,1.1338934190276817
soyasaponin I,1.7320508075688774
pyridoxine (Vitamin B6),1.2909944487358056
guaiacol sulfate,0.3779644730092272
N-carbamoylalanine,1.2909944487358056
genistein,3.316624790355398
2-hydroxylignocerate*,2.4201534780139173
4-hydroxycyclohexylcarboxylic acid,0.5452497568062707
taurohyocholate*,0.9198662110077994
dexpanthenol,1.2909944487358056
phenylacetyltaurine,0.7405316311773544
3-hydroxymyristate,6.855654600401043
taurodeoxycholate,0.3409971697352366
serotonin,2.9325756597230357
erythritol,1.9493588689617933
ascorbic acid 2-sulfate,3.8729833462074166
agmatine,1.8340219092574566
metoprolol,0.5773502691896258
gamma-glutamyl-alpha-lysine,1.5583874449479589
4-acetamidobenzoate,1.042572070285374
propionylcarnitine (C3),1.042572070285374
pantetheine,1.0425720702853738
leucylalanine,1.1338934190276817
4-methylthio-2-oxobutanoate,0.7745966692414834
indolepropionate,0.8451542547285168
theanine,3.8729833462074166
2-oxo-1-pyrrolidinepropionate,1.5583874449479589
tartarate,1.7320508075688774
2'-O-methyluridine,0.5773502691896258
stigmastadienone,6.855654600401043
ergosterol,1.5583874449479589
dehydrolithocholate,0.6094494002200438
dCMP,0.5452497568062707
nicotinic acid mononucleotide (NaMN),0.3779644730092272
chenodeoxycholate,2.420153478013917
indole-3-carboxylate,0.5773502691896258
2-methylbutyrylcarnitine (C5),1.9493588689617933
hexanoylcarnitine (C6),0.959166304662544
"sphingomyelin (d18:2/24:1, d18:1/24:2)*",1.042572070285374
glycodeoxycholate,0.48038446141526137
stigmasterol,3.3166247903553994
2-hydroxyphenylacetate,1.9493588689617933
20-hydroxyecdysone,0.7405316311773544
"sphingomyelin (d18:1/24:1, d18:2/24:0)*",1.9493588689617933
(3'-5')-adenylyluridine,0.7071067811865476
glycolithocholate,0.5773502691896258
tiglyl carnitine (C5),1.1338934190276817
3'-sialyllactose,0.9198662110077994
lysylleucine,0.447213595499958
lactobacillic acid,6.855654600401042
N-oleoylglycine,1.7320508075688774
erythrose,0.8819171036881969
"1,6-anhydroglucose",1.7320508075688774
indole-3-acetamide,0.3409971697352367
2-oxindole-3-acetate,1.9493588689617933
C-glycosyltryptophan,1.5583874449479589
"N-[3',4'-dihydroxy-(E)-cinnamoyl]-L-tyrosine",0.9198662110077994
(3'-5')-adenylylguanosine*,0.7071067811865476
phenol sulfate,1.8340219092574572
decanoylcarnitine (C10),1.3503812097939993
estriol 3-sulfate,0.48038446141526137
ciliatine (2-aminoethylphosphonate),0.8819171036881969
3-(3-hydroxyphenyl)propionate sulfate,0.3409971697352366
glycyrrhetinate,1.1338934190276817
isohyodeoxycholate,0.8451542547285168
citrate,1.5583874449479593
"12,13-DiHOME",1.8340219092574572
4-acetaminophen sulfate,0.7745966692414834
gamma-CEHC,1.4142135623730954
"uridine-2',3'-cyclic monophosphate",0.48038446141526137
leucylglycine,1.7320508075688774
pentadecanoate (15:0),2.2360679774997902
10-nonadecenoate (19:1n9),0.5129891760425772
3-indoxyl sulfate,0.48038446141526137
"1,5-anhydroglucitol (1,5-AG)",1.042572070285374
tryptamine,1.2909944487358056
caffeine,1.8340219092574568
1-oleoylglycerophosphate (18:1),0.3015113445777635
gamma-glutamyltyrosine,1.1832159566199232
2-hydroxyhippurate (salicylurate),0.8451542547285167
5-methylthioribose,0.3015113445777634
ginkgolic acid C15:1,0.7071067811865477
heptadecatrienoate (17:3)*,1.5583874449479589
1-methyladenosine,0.7405316311773543
harmane,0.7071067811865477
mead acid (20:3n9),0.3779644730092272
rutin,0.959166304662544
4-ureidobutyrate,6.855654600401043
indole,1.5583874449479589
alpha-hydroxymetoprolol,0.5129891760425772
deoxycholate,0.447213595499958
"1,3-dimethylurate",1.6408253082847335
pterin,2.0816659994661326
soyasaponin II,0.6094494002200438
(3'-5')-guanylylcytidine,0.447213595499958
3-(4-hydroxyphenyl)lactate (HPLA),6.855654600401043
3-hydroxybenzoate,0.5129891760425772
3-phenylpropionate (hydrocinnamate),1.2354415362426843
vitexin,1.9493588689617933
hydroxymethylpyrimidine,0.8819171036881969
"N2,N2-dimethylguanosine",0.48038446141526137
nicotinamide ribonucleotide (NMN),0.48038446141526137
hypotaurine,1.7320508075688774
"1,2-dilinoleoyl-galactosylglycerol (18:2/18:2)*",0.674199862463242
sertraline,0.447213595499958
N1-methylinosine,1.2354415362426845
3-hydroxymargarate,1.0871146130092175
epicatechin,1.2909944487358056
